Filename,"General, Income Tax, and Uniform School Funds",State Government,Expenditures,Individuals & Businesses,Regulatory Impact
HB0470.fn.pdf,,"UCA 36-12-13(2)(c)
Revenues
FY 2022
FY 2023
FY 2024
Total Revenues
$0
$0
$0
Enactment of this legislation could lead to institutions of higher education receiving less in tuition from
international students who are applicants for refugee status or asylum who would qualify for resident
tuition rather than non-resident tuition.","FY 2022
FY 2023
FY 2024
Total Expenditures
$0
$0
$0
Enactment of this legislation likely will not materially impact state expenditures.
FY 2022
FY 2023
FY 2024
Net All Funds
$0
$0
$0
Local Government
UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct, measurable costs for local governments.","UCA 36-12-13(2)(c)
Enactment of this legislation could lead to international students who are applicants for refugee status
or asylum paying less in tuition as they would qualify for resident tuition rather than non-resident
tuition.","UCA 36-12-13(2)(d)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses."
HB0196.fn.pdf,,"UCA 36-12-13(2)(c)
Revenues
FY 2022
FY 2023
FY 2024
General Fund
$0
$53,900
$53,900
Court Security Account (GFR)
$0
$4,900
$4,900
Total Revenues
$0
$58,800
$58,800
Enactment of this legislation could result in ongoing General Fund revenue of $53,900 from the
assessment of fines and criminal surcharge fees beginning in FY 2023. This could also result in a
$4,900 ongoing revenue increase to Court Security beginning in FY 2023.","FY 2022
FY 2023
FY 2024
General Fund
$0
$212,500
$212,500
General Fund, One-time
$0
$84,000
$0
Total Expenditures
$0
$296,500
$212,500
Enactment of this legislation could cost the Courts $212,500 ongoing from the General Fund beginning
in FY 2023 to process 500 additional cases (de novo appeals cases are already tried in both
district and justice court); it could also cost the Courts $84,000 one-time in FY 2023 for technology
development to accommodate initial transfers of cases from justice courts.
FY 2022
FY 2023
FY 2024
Net All Funds
$0
$(237,700)
$(153,700)
Local Government
UCA 36-12-13(2)(c)
This legislation could reduce court processing costs for justice courts by an unknown amount, for
1,000 cases that could be initially transferred to district court; it could also reduce revenue from fines
by $58,800 beginning in FY 2023. This legislation could further reduce costs for prosecutors by
$203,000 and for public defense attorneys by $121,900 beginning in FY 2023, from 500 fewer cases
that would be addressed in both justice and district court on de novo appeals.
H.B. 196
2022/01/25 11:49, Lead Analyst: Clare Tobin Lence Attorney: JC1","UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct expenditures from tax or fee changes for Utah
residents and businesses.","UCA 36-12-13(2)(d)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses."
HB0221.fn.pdf,,"UCA 36-12-13(2)(c)
Revenues
FY 2022
FY 2023
FY 2024
Education Fund
$0
$(93,800,000)
$(93,800,000)
Education Fund, One-time
$0
$93,800,000
$66,000,000
Total Revenues
$0
$0
$(27,800,000)
Enactment of the new tax credit for the purchase or lease of an alternative fuel vehicle provided in the
bill could reduce state tax revenues to the Education Fund by approximately $27.8 million in FY 2024,
$41.7 million in FY 2025, $62.5 million in FY 2026, and $93.8 million in FY 2027.","FY 2022
FY 2023
FY 2024
General Fund
$0
$98,600
$98,600
General Fund, One-time
$0
$83,000
$0
Education Fund, One-time
$0
$74,300
$0
Total Expenditures
$0
$255,900
$98,600
Enactment of this legislation could cost the Tax Commission $74,300 one-time in FY 2023 from the
Education Fund for upgrades to the tax database. Enactment of this legislation could also cost the
Department of Environmental Quality $98,600 ongoing and $83,000 one-time in FY 2023 from the
General Fund to set up and administer the tax credit program.
FY 2022
FY 2023
FY 2024
Net All Funds
$0
$(255,900)
$(27,898,600)
Local Government
UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct, measurable costs for local governments.
H.B. 221
2022/01/28 13:19, Lead Analyst: Andrea Wilko Attorney: AVA","UCA 36-12-13(2)(c)
Enactment of this legislation creates a nonrefundable corporate and individual income tax credit for the
purchase or lease of an alternative fuel vehicle for tax years 2023 to 2026. Credit amounts range from
$1,000 to $3,000 per qualifying vehicle. In total, it is estimated that enactment of this bill would reduce
tax liability for owners of qualifying vehicles by approximately $27.8 million in FY 2024, $41.7 million in
FY 2025, $62.5 million in FY 2026, and $93.8 million in FY 2027.","UCA 36-12-13(2)(d)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses."
HB0096.fn.pdf,,"UCA 36-12-13(2)(c)
Revenues
FY 2022
FY 2023
FY 2024
Total Revenues
$0
$0
$0
Enactment of this legislation likely will not materially impact state revenue.","FY 2022
FY 2023
FY 2024
Total Expenditures
$0
$0
$0
Enactment of this legislation likely will not materially impact state expenditures.
FY 2022
FY 2023
FY 2024
Net All Funds
$0
$0
$0
Local Government
UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct, measurable costs for local governments.","UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct expenditures from tax or fee changes for Utah
residents and businesses.","UCA 36-12-13(2)(d)
Enactment of this legislation could result in a small increase in the regulatory burden for Utah residents
or businesses."
SB0182S02.fn.pdf,,"UCA 36-12-13(2)(c)
Revenues
FY 2022
FY 2023
FY 2024
Total Revenues
$0
$0
$0
Enactment of this legislation likely will not materially impact state revenue.","FY 2022
FY 2023
FY 2024
Total Expenditures
$0
$0
$0
Enactment of this legislation likely will not materially impact state expenditures.
FY 2022
FY 2023
FY 2024
Net All Funds
$0
$0
$0
Local Government
UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct, measurable costs for local governments.","UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct expenditures from tax or fee changes for Utah
residents and businesses.","UCA 36-12-13(2)(d)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses."
SB0114S01.fn.pdf,,"UCA 36-12-13(2)(c)
Revenues
FY 2022
FY 2023
FY 2024
Total Revenues
$0
$0
$0
Enactment of this legislation likely will not materially impact state revenue.","FY 2022
FY 2023
FY 2024
Total Expenditures
$0
$0
$0
Enactment of this legislation likely will not materially impact state expenditures.
FY 2022
FY 2023
FY 2024
Net All Funds
$0
$0
$0
Local Government
UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct, measurable costs for local governments.","UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct expenditures from tax or fee changes for Utah
residents and businesses.","UCA 36-12-13(2)(d)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses."
HB0254S01.fn.pdf,,"UCA 36-12-13(2)(c)
Revenues
FY 2022
FY 2023
FY 2024
General Fund, One-time
$97,900
$0
$0
Total Revenues
$97,900
$0
$0
Enactment of this legislation would return to the General Fund one-time in FY 2022 an estimated
$97,900 from unused state funding previously appropriated to the Utah State Railroad Museum
Authority.","FY 2022
FY 2023
FY 2024
General Fund, One-time
$0
$97,800
$0
Total Expenditures
$0
$97,800
$0
Enactment of this legislation appropriates $97,800 one-time from the General Fund in FY 2023 to
the Department of Cultural and Community Engagement with the intention to be evenly distributed
between the Heber Valley Historic Railroad Authority and the Ogden Union Station.
FY 2022
FY 2023
FY 2024
Net All Funds
$97,900
$(97,800)
$0
Local Government
UCA 36-12-13(2)(c)
Enactment of this legislation repeals the Utah State Railroad Museum Authority and requires the
repayment of the unused portion of the state appropriations in FY 2022, estimated $97,900. The
legislation also appropriates $97,800 one-time in FY 2023 to be evenly distributed between the Heber
Valley Historic Railroad Authority and the Ogden Union Station.","UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct expenditures from tax or fee changes for Utah
residents and businesses.
H.B. 254 1st Sub. (Buff)
2022/02/24 16:20, Lead Analyst: Ivan D. Djambov Attorney: AH3","UCA 36-12-13(2)(d)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses."
HB0384S02.fn.pdf,,"UCA 36-12-13(2)(c)
Revenues
FY 2022
FY 2023
FY 2024
General Fund, One-time
$0
$(5,400)
$0
Commerce Service Fund, One-
time
$0
$5,400
$0
Total Revenues
$0
$0
$0
Enactment of this bill could reduce year-end transfers to the General Fund from the Commerce
Service Fund by $5,400 one-time in FY 2023.","FY 2022
FY 2023
FY 2024
General Fund
$0
$31,200
$31,200
Commerce Service Fund, One-
time
$0
$5,400
$0
Total Expenditures
$0
$36,600
$31,200
Enactment of this bill could cost the Department of Commerce $5,400 one-time in FY 2023 for
establishing rules and guidelines. Enactment of this bill could cost the Center for Health Data and
Informatics $31,200 ongoing beginning in FY 2023 for a research consultant. Spending from the
Commerce Service Fund impacts year-end transfers to the General Fund.
FY 2022
FY 2023
FY 2024
Net All Funds
$0
$(36,600)
$(31,200)
Local Government
UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct, measurable costs for local governments.","UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct expenditures from tax or fee changes for Utah
residents and businesses.
H.B. 384 2nd Sub. (Gray)
2022/03/03 09:47, Lead Analyst: Bidusha Mudbhari Attorney: CW1","UCA 36-12-13(2)(d)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses."
HB0062S01.fn.pdf,,"UCA 36-12-13(2)(c)
Revenues
FY 2022
FY 2023
FY 2024
Total Revenues
$0
$0
$0
Enactment of this legislation likely will not materially impact state revenue.","FY 2022
FY 2023
FY 2024
Total Expenditures
$0
$0
$0
Enactment of this legislation likely will not materially impact state expenditures.
FY 2022
FY 2023
FY 2024
Net All Funds
$0
$0
$0
Local Government
UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct, measurable costs for local governments.","UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct expenditures from tax or fee changes for Utah
residents and businesses.","UCA 36-12-13(2)(d)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses."
SB0140.fn.pdf,,"UCA 36-12-13(2)(c)
Revenues
FY 2022
FY 2023
FY 2024
Dedicated Credits Revenue
$0
$100,000
$100,000
Total Revenues
$0
$100,000
$100,000
Enactment of this legislation could forgo revenue to the state sales tax in an indeterminant amount but
equal to 20% of the incremental state sales tax generated within the boundaries of housing and transit
reinvestment zones. This could impact both the General Fund and sales tax earmarks. Ten percent
of the increment would be transferred to the Transit Transportation Investment Fund while the other
10 percent would be transferred to the municipality or public transit county proposing the zone. For
each $100,000 in incremental sales tax, $15,000 would be transferred away from the General Fund
and $5,000 away from sales tax earmarks. Enactment of this legislation could also generate $100,000
annually in dedicated credits for the Governor's Office of Economic Opportunity.","FY 2022
FY 2023
FY 2024
Dedicated Credits Revenue
$0
$100,000
$100,000
Total Expenditures
$0
$100,000
$100,000
Enactment of this legislation could cost the Governor's Office of Economic Opportunity $100,000
annually from dedicated credits to assess the proposal sites and provide staff support. The dedicated
credits would be collected from local governments. Further, for every dollar of basic levy property
tax foregone at the local level due to additional transit oriented development zones, the state would
expend an additional dollar from the Education Fund on public education, for which the aggregate
impact is unknown.
FY 2022
FY 2023
FY 2024
Net All Funds
$0
$0
$0
Local Government
UCA 36-12-13(2)(c)
Enactment of this legislation could impact local tax revenues in an indeterminant amount. Enactment
of this legislation could cost local governments up to $100,000 annually to pay for gap analysis on
proposals.
S.B. 140
2022/01/31 11:46, Lead Analyst: Timothy G. Dinehart Attorney: KPG","UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct expenditures from tax or fee changes for Utah
residents and businesses.","UCA 36-12-13(2)(d)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses."
